ID_Spec,Catalogue Number,AccName,TreeName2,Order,Family,Genus,SO,EF,SpeLab,DepthMin,DepthMax,DepthAve,IUCN,DepthCat3,Mov
'ZFos Rhinobatos maronita NHMUKPVP495541.jpg',NHMUK PV P 495541,Rhinobatos maronita,Rhinobatos_maronita,Cret_Rhino,,Rhinobatos,Bat,Fossil,Rhbat_mar,1,60,30.5,NA,Shelf,AxUnd
'ZFos Rhinobatos whitfieldy NHMUKPVP63187.jpg',NHMUK PV P 63187,Rhinobatos whitfieldy,Rhinobatos_whitfieldy,Cret_Rhino,,Rhinobatos,Bat,Fossil,Rhbat_whi,1,60,30.5,NA,Shelf,AxUnd
'ZFos Rhinobatus latus P4014.JPG',NHMUK PV P 4014,Rhinobatus latus,Rhinobatus_latus,Cret_Rhino,,Rhinobatos,Bat,Fossil,Rhbat_lat,1,60,30.5,NA,Shelf,AxUnd
'ZFos Rhinobatus latus.jpg',NHMUK PV P 49513,Rhinobatus latus,Rhinobatus_latus,Cret_Rhino,,Rhinobatos,Bat,Fossil,Rhbat_lat,1,60,30.5,NA,Shelf,AxUnd
'ZFos Rhinobatus primatus NHM-UK PPV-OR-49517 1.jpg',NHMUK PV OR 49517,Britobatos primarmata ,Britobatos_primarmata,Cret_Rhino,,Britobatos,Bat,Fossil,Brito_pri,1,150,75.5,NA,Shelf,AxUnd
'ZFos Rhombopterygia rajoides MNHN HDJ483.jpg',MNHN.F.HDJ483 ,Rhombopterygia rajoides,Rhombopterygia_rajoides,Cret_Rhino,,Rhombopterygia,Bat,Fossil,Rhomb_raj,1,100,50.5,NA,Shelf,AxUnd
'ZFos Sclerorhynchus atavus NHM-UK PPV-P-4017 2.jpg',NHMUK PV P 4017,Sclerorhynchus atavus,Sclerorhynchus_atavus,Cret_Scle,,Sclerorhynchus,Bat,Fossil,Scler_ata,1,60,30.5,NA,Shelf,AxUnd
'ZFos Sclerorhynchus hiram SMNK Cret_Lebanon_1.JPG',Sebastian?,Sclerorhynchus hiram,Libanopristis_hiram,Cret_Scle,,Sclerorhynchus,Bat,Fossil,Scler_hir,1,60,30.5,NA,Shelf,AxUnd
'ZFos Sclerorhynchus hiram SMNK Cret_Lebanon_2.JPG',Sebastian?,Sclerorhynchus hiram,Libanopristis_hiram,Cret_Scle,,Sclerorhynchus,Bat,Fossil,Scler_hir,1,60,30.5,NA,Shelf,AxUnd
'ZFos Spathobatis bugesiacus 046NHMLBMNHP2099.jpg',NHMUK PV P 2099,Spathobatis bugesiacus,Spathobatus,Jbatoid,,Spathobatis,Bat,Fossil,Spath_bug,1,100,50.5,NA,Reef,AxUnd
'ZFos Spathobatis bugesiacus MHNL15307.jpg',MHNL 15307,Spathobatis bugesiacus,Spathobatus,Jbatoid,,Spathobatis,Bat,Fossil,Spath_bug,1,100,50.5,NA,Reef,AxUnd
'ZFos Stahlaraja.jpg',UERJ-PMB P 400,Stahlraja sertanensis ,Stahlraja_sertanensis,Cret_Rhino,,Stahlraja,Bat,Fossil,Stahl_ser,1,60,30.5,NA,Shelf,AxUnd
'ZFos Titanonarke molini.jpg',MGP-PD 26275/6 ,Titanonarke molini ,Titanonarke_molini,Eoc_Torp,,Titanonarke,Bat,Fossil,Titan_mol,0,40,20,NA,Reef,AxUnd
'Anacanthobatis folirostris UF 40141.png',UF 40141,Springeria folirostris,Springeria_folirostris,Rajiformes,Anacanthobatidae,Springeria,Bat,Extant,Sprin_fol,,,,,Deep,Undul
'Aptychotrema vincentiana CSIRO MUW 101.png',CSIRO MUW 101,Aptychotrema vincentiana,Aptychotrema_vincentiana,Rhinopristiformes,Trygonorrhinidae ,Aptychotrema,Bat,Extant,Aptyc_vin,,,,,Shelf,AxUnd
'Brachaelurus waddi USNM 39998.png',USNM 39998,Brachaelurus waddi,Brachaelurus_waddi,Orectolobiformes,Brachaeluridae,Brachaelurus,Sel,Extant,Brach_wad,,,,,Reef,AxUnd
'Dasyatis americana CToL.png',C_T_o_L,Hypanus americanus,Dasyatis_americana,Myliobatiformes,Dasyatidae,Hypanus,Bat,Extant,Hypan_ama,,,,,Reef,Undul
'Dasyatis zugei AMNH 258174.png',AMNH 258174,Telatrygon zugei ,Dasyatis_zugei,Myliobatiformes,Dasyatidae,Telatrygon,Bat,Extant,Telat_zug,,,,,Shelf,Undul
'Eucrossorhinus dasypogon RMNH_PISC_7411.png',RMNH PISC 7411,Eucrossorhinus dasypogon,Eucrossorhinus_dasypogon,Orectolobiformes,Orectolobidae,Eucrossorhinus,Sel,Extant,Eucro_das,,,,,Reef,AxUnd
'Gymnura altavela CToL.png',C_T_o_L,Gymnura altavela,Gymnura_altavela,Myliobatiformes,Gymnuridae,Gymnura,Bat,Extant,Gymnu_alt,,,,,Shelf,Oscil
'Hypnos monopterygius USNM 84374.png',USNM 84374,Hypnos monopterygius ,Hypnos_monopterygius,Torpediniformes,Hypnidae,Hypnos,Bat,Extant,Hypno_mon,,,,,Reef,AxUnd
'Irolita waitii CToL.png',C_T_o_L,Irolita waitii,Irolita_waitii,Rajiformes,Arhynchobatidae,Irolita,Bat,Extant,Iroli_wai,,,,,Shelf,Undul
'Mobula munkiana SIO 85-34.png',SIO 85-34,Mobula munkiana,Mobula_munkiana,Myliobatiformes,Mobulidae,Mobula,Bat,Extant,Mobul_mun,,,,,Shelf,Oscil
'Narcine brasiliensis CToL.png',C_T_o_L,Narcine bancroftii ,Narcine_bancroftii,Torpediniformes,Narcinidae,Narcine,Bat,Extant,Narci_ban,,,,,Shelf,AxUnd
'Narke japonica HO-208.png',HO-208,Narke japonica,Narke_japonica,Torpediniformes,Narkidae,Narke,Bat,Extant,Narke_jap,,,,,Reef,AxUnd
'Neotrygon kuhlii CToL.png',C_T_o_L,Neotrygon kuhlii ,Neotrygon_kuhlii,Myliobatiformes,Dasyatidae,Neotrygon,Bat,Extant,Neotr_kuh,,,,,Reef,Undul
'Orectolobus maculatus USNM 50725.png',USNM 50725 ,Orectolobus maculatus,Orectolobus_maculatus,Orectolobiformes,Orectolobidae,Orectolobus,Sel,Extant,Orec_mac,,,,,Reef,AxUnd
'Potamotrygon motoro AMNH97428.png',AMNH 97428,Potamotrygon motoro ,Potamotrygon_motoro,Myliobatiformes,Potamotrygonidae,Potamotrygon,Bat,Extant,Potam_mot,,,,,FreshW,Undul
'Pristiophorus nudipinnis_CSIRO GT 373.png',CSIRO GT 373,Pristiophorus nudipinnis ,Pristiophorus_nudipinnis,Pristiophoriformes,Pristiophoridae,Pristiophorus,Sel,Extant,Pphor_nud,,,,,Shelf,AxUnd
'Pteromylaeus bovinus USNM 202763.png',USNM 202763 ,Aetomylaeus bovinus,Pteromylaeus_bovinus,Myliobatiformes,Myliobatidae,Aetomylaeus,Bat,Extant,Aetom_bov,,,,,Shelf,Oscil
'Raja eglanteria CToL.png',C_T_o_L,Rostroraja eglanteria,Raja_eglanteria,Rajiformes,Rajidae,Rostroraja,Bat,Extant,Rostr_egl,,,,,Shelf,Undul
'Rhina ancylostoma LACM 38117-38.png',LACM 38117-38,Rhina ancylostomus ,Rhina_ancylostoma,Rhinopristiformes,Rhinidae,Rhina,Bat,Extant,Rhina_anc,,,,,Reef,AxUnd
'Rhinoptera bonasus GMBL 73.png',GMBL 73,Rhinoptera bonasus,Rhinoptera_bonasus,Myliobatiformes,Rhinopteridae,Rhinoptera,Bat,Extant,Rhino_bon,,,,,Shelf,Oscil
'Rhynchobatus springeri HO 180.png',HO 180,Rhynchobatus springeri ,Rhynchobatus_springeri,Rhinopristiformes,Rhinidae,Rhynchobatus,Bat,Extant,Rhync_spr,,,,,Shelf,AxUnd
'Squatina nebulosa AMNH 258172.png',AMNH 258172,Squatina nebulosa,Squatina_nebulosa,Squatiniformes,Squatinidae,Squatina,Sel,Extant,Squat_neb,,,,,Shelf,AxUnd
'Squatina squatina RMNH_PISC_24047.png',RMNH PISC 24047,Squatina squatina,Squatina_squatina,Squatiniformes,Squatinidae,Squatina,Sel,Extant,Squat_squ,,,,,Shelf,AxUnd
'Squatina squatina RMNH_PISC_24270.png',RMNH PISC 24270,Squatina squatina,Squatina_squatina,Squatiniformes,Squatinidae,Squatina,Sel,Extant,Squat_squ,,,,,Shelf,AxUnd
'Torpedo fuscomaculata CToL.png',C_T_o_L,Torpedo fuscomaculata ,Torpedo_fuscomaculata,Torpediniformes,Torpedinidae,Torpedo,Bat,Extant,Torpe_fus,,,,,Reef,AxUnd
'Urolophus aurantiacus AMNH 258305.png',AMNH 258305,Urolophus aurantiacus ,Urolophus_aurantiacus,Myliobatiformes,Urolophidae,Urolophus,Bat,Extant,Urolo_aur,,,,,Shelf,Undul
'Zanobatus NCat Unk.jpg',MNHN 1989.12.91 ,Zanobatus schoenleinii ,Zanobatus_schoenleinii,Myliobatiformes,Zanobatidae,Zanobatus,Bat,Extant,Zanob_sch,,,,,Shelf,Undul
'Zanobatus schoenleinii UF 176858.png',UF 176858,Zanobatus schoenleinii ,Zanobatus_schoenleinii,Myliobatiformes,Zanobatidae,Zanobatus,Bat,Extant,Zanob_sch,,,,,Shelf,Undul
'Hypnos monopterygius MCZIchS-984.png',MCZ Ichthyology S-984,Hypnos monopterygius ,Hypnos_monopterygius,Torpediniformes,Hypnidae,Hypnos,Bat,Extant,Hypno_mon,,,,,Reef,AxUnd
'Taeniura lymma TCWC_Ichthyology4463_01.png',TCWC Ichthyology 4463 01,Taeniura lymma ,Taeniura_lymma,Myliobatiformes,Dasyatidae,Taeniura,Bat,Extant,Taeni_lym,,,,,Reef,Undul
TlalocbatusDSC05218.JPG,IGM 5853,Tlalocbatos applegatei,Tlalocbatus,Cret_Rhino,Trygonorrhinidae ,Tlalocbatos,Bat,Fossil,Tlalo_app,,,,,Reef,AxUnd
